accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,injuryStatusParticipant10,injuryStatusParticipant11,latitude,longitude
2024-04-30,7:36:00 PM,вівторок,місто,Львів,Залізничний,вулиця,Городоцька,300,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.821068,23.916373
2024-04-29,6:16:00 PM,понеділок,місто,Львів,Залізничний,вулиця,Кульпарківська,234,null,зіткнення з задньою частиною тз,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.806367,23.98155
2024-04-27,10:51:00 PM,субота,місто,Львів,Галицький,вулиця,Під Дубом,2а,null,зіткнення лобове,порушення правил зупинки і стоянки транспортних засобів,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.850744,24.024315
2024-04-03,12:10:00 PM,середа,місто,Львів,Шевченківський,вулиця,Грінченка Б.,5,null,наїзд на пішохода - пішохід переходив дорогу поза межами піш. переходу,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.871427,24.053476
2024-04-09,8:26:00 AM,вівторок,місто,Львів,Залізничний,вулиця,Садова,null,вул. Садова - вул. Петлюри С.,падіння пасажира,порушення правил перевезення пасажирів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.822335,23.979174
2024-04-25,4:05:00 PM,четвер,місто,Львів,Галицький,вулиця,Джерельна,41,null,наїзд на пішохода - на нерегульованому пішохідному переході,"перевищення безпечної швидкості, недодержання дистанції",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.84916,24.020212
2024-04-25,9:20:00 AM,четвер,місто,Львів,Галицький,площа,"Кропивницького М., пл.",5,null,наїзд на пішохода - на нерегульованому пішохідному переході,"порушення правил маневрування, порушення правил проїзду пішохідних переходів, порушення правил проїзду перехресть",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.836702,24.00583
2024-04-28,5:30:00 PM,неділя,місто,Львів,Личаківський,вулиця,Медової Печери,39,null,наїзд на пішохода - на нерегульованому пішохідному переході,неочікуваний вихід на проїжджу частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.825764,24.077944
2024-04-05,9:04:00 PM,п'ятниця,місто,Львів,Галицький,вулиця,Снопківська,4,null,перекидання тз,порушення правил маневрування,1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.828304,24.034299
2024-04-09,8:35:00 AM,вівторок,місто,Львів,Личаківський,вулиця,Хмельницького Б.,267,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,"порушення правил маневрування, порушення правил проїзду перехресть",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.871164,24.05838
2024-04-10,2:20:00 PM,середа,місто,Львів,Сихівський,вулиця,Дністерська,5,null,наїзд на пішохода - на нерегульованому пішохідному переході,"порушення правил маневрування, керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.817696,24.055831
2024-04-16,8:40:00 AM,вівторок,місто,Львів,Шевченківський,вулиця,Винниця,60,null,зіткнення з задньою частиною тз,"невиконання вимог сигналів регулювання, порушення правил проїзду перехресть",3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.861769,23.99207
2024-04-17,11:25:00 PM,середа,місто,Львів,Залізничний,вулиця,Городоцька,218,null,зіткнення з задньою частиною тз,порушення правил проїзду перехресть,2,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,49.828958,23.958682
2024-04-13,4:20:00 PM,субота,місто,Львів,Сихівський,проспект,"Святого Івана Павла ІІ, просп.",23,null,наїзд на інші види перешкод,порушення правил маневрування,1,помер на місці дтп,null,null,null,null,null,null,null,null,null,null,49.80206,24.025388
2024-04-04,11:49:00 AM,четвер,місто,Львів,Галицький,вулиця,Зелена,22,null,зіткнення бокове,порушення правил зупинки і стоянки транспортних засобів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.821158,24.055472
2024-04-20,6:38:00 PM,субота,місто,Львів,Залізничний,вулиця,Патона Є.,9,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.82267,23.965382
2024-04-21,9:50:00 PM,неділя,місто,Львів,Личаківський,вулиця,Медової Печери,24,null,зіткнення з задньою частиною тз,недодержання дистанції,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.824721,24.078819
2024-04-23,11:24:00 PM,вівторок,місто,Львів,Залізничний,вулиця,Городоцька,217,null,наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.829003,23.958929
2024-04-01,4:06:00 PM,понеділок,місто,Львів,Шевченківський,вулиця,Малоголосківська,null,вул. Варшавська - вул. Малоголосківська,зіткнення лобове,"порушення правил маневрування, недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.864851,24.008056
2024-04-10,7:20:00 PM,середа,село,Зашків,Шевченківський,вулиця,Коновальця Є.,80,null,зіткнення бокове,"порушення правил маневрування, перевищення безпечної швидкості",1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.954475,23.997735
2024-04-11,5:49:00 PM,четвер,місто,Львів,Личаківський,вулиця,Пасічна,104,null,зіткнення з задньою частиною тз,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.814564,24.078099
2024-04-10,7:20:00 AM,середа,місто,Львів,Шевченківський,вулиця,Гайдамацька,10,null,наїзд на пішохода - на нерегульованому пішохідному переході,"перевищення безпечної швидкості, порушення правил проїзду пішохідних переходів",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.85293,24.028628
2024-06-16,6:01:00 PM,неділя,місто,Львів,Галицький,вулиця,Насипна,9,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.844749,24.032963
2024-06-18,8:44:00 PM,вівторок,місто,Львів,Личаківський,вулиця,Пчілки О.,17,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.831768,24.037549
2024-06-14,10:19:00 PM,п'ятниця,місто,Львів,Шевченківський,вулиця,Тунельна,17,null,"наїзд на транспортний засіб, що стоїть - по ходу руху","перевищення безпечної швидкості, керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.863004,24.004574
2024-06-19,6:01:00 PM,середа,місто,Львів,Галицький,вулиця,Валова,4,null,наїзд на пішохода - на нерегульованому пішохідному переході,інші порушення правил руху,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.839505,24.031155
2024-06-30,3:20:00 PM,неділя,місто,Львів,Галицький,вулиця,Героїв Майдану,32,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.82645,24.01819
2024-06-20,1:31:00 AM,четвер,місто,Львів,Франківський,вулиця,Княгині Ольги,5в,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.822016,24.006355
2024-06-22,5:30:00 PM,субота,місто,Львів,Залізничний,вулиця,Городоцька,159,null,наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці,інші порушення правил руху,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.836031,23.998738
2024-06-25,5:40:00 PM,вівторок,місто,Львів,Личаківський,вулиця,Пасічна,null,вул. Пасічна - вул. Вашингтона Дж.,падіння пасажира,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.813993,24.078319
2024-06-22,11:40:00 PM,субота,місто,Львів,Залізничний,вулиця,Городоцька,null,вул. Городоцька - вул. Величка С.,зіткнення з задньою частиною тз,невиконання вимог сигналів регулювання,3,легко травмований,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.8291,23.959751
2024-06-26,1:54:00 AM,середа,місто,Львів,Галицький,вулиця,Галицька,null,null,перекидання тз,порушення правил маневрування,1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.83998269241756,24.031635399822814
2024-06-13,10:53:00 AM,четвер,місто,Львів,Галицький,вулиця,Городоцька,36,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил зупинки і стоянки транспортних засобів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.841812,24.016258
2024-06-15,7:54:00 PM,субота,місто,Львів,Шевченківський,вулиця,Шевченка Т.,360в,null,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.859708,23.96852
2024-06-25,9:50:00 PM,вівторок,місто,Львів,Шевченківський,вулиця,Липинського В.,11,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.85828,24.022851
2024-06-24,5:45:00 PM,понеділок,місто,Львів,Шевченківський,вулиця,Липинського В.,28,null,зіткнення з задньою частиною тз,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.862029,24.029079
2024-06-19,8:30:00 PM,середа,місто,Львів,Сихівський,вулиця,Зелена,325,null,наїзд на пішохода - на нерегульованому пішохідному переході,інші порушення правил руху,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.796139,24.073126
2024-06-27,11:15:00 AM,четвер,місто,Львів,Шевченківський,вулиця,Варшавська,153,null,зіткнення з задньою частиною тз,недодержання дистанції,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.861427,24.007922
2024-07-07,2:55:00 PM,неділя,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",93,null,наїзд на пішохода - на нерегульованому пішохідному переході,пішоходи невиконання вимог сигналів регулювання,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,null,null,49.863651,24.017755
2024-06-28,10:35:00 AM,п'ятниця,місто,Львів,Галицький,вулиця,Франка І.,38,null,наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці,інші порушення правил руху,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.832914,24.033891
2024-06-29,11:25:00 PM,субота,місто,Львів,Франківський,вулиця,Городоцька,215,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.832824,23.980762
2024-06-17,6:55:00 PM,понеділок,місто,Львів,Шевченківський,вулиця,Грінченка Б.,16,null,зіткнення з задньою частиною тз,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.874328,24.050805
2024-07-08,4:04:00 PM,понеділок,місто,Львів,Шевченківський,вулиця,Миколайчука І.,null,вул. Миколайчука І. - вул. Орлика П.,зіткнення з задньою частиною тз,порушення правил проїзду перехресть,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,49.876551,24.040704
2024-06-25,4:31:00 PM,вівторок,місто,Львів,Галицький,вулиця,Городоцька,8,null,падіння пасажира,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.843929,24.024176
2024-06-25,8:55:00 AM,вівторок,місто,Львів,Шевченківський,вулиця,Промислова,50,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.861009,24.043772
2024-06-14,8:40:00 AM,п'ятниця,місто,Львів,Личаківський,вулиця,Пасічна,null,вул. Пасічна - вул. Голубця М.,зіткнення бокове,порушення правил проїзду перехресть,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.833483,24.067733
2024-07-04,11:44:00 PM,четвер,місто,Львів,Залізничний,вулиця,Любінська,null,null,перекидання тз,порушення правил маневрування,2,помер у лікарні протягом 30 діб,легко травмований,null,null,null,null,null,null,null,null,null,49.82316307532578,23.975172897171188
2024-07-04,8:50:00 PM,четвер,селище,Рудне,Залізничний,вулиця,Грушевського М.,72,null,зіткнення з задньою частиною тз,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.837737,23.874686
2024-06-19,2:43:00 PM,середа,місто,Львів,Галицький,вулиця,Франка І.,95,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.828713,24.033
2024-06-19,4:07:00 PM,середа,місто,Львів,Галицький,вулиця,Городоцька,2,null,наїзд на пішохода - на нерегульованому пішохідному переході,інші порушення правил проїзду нерегульованих перехресть,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,null,null,49.844417,24.025131
2024-06-19,7:06:00 PM,середа,місто,Львів,Галицький,площа,"Кропивницького М., пл.",1,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.836434,24.004404
2024-06-30,10:48:00 PM,неділя,місто,Львів,Залізничний,вулиця,Кульпарківська,230а,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,null,null,null,null,null,null,null,null,null,null,null,49.803843,23.980891
2024-06-20,12:41:00 PM,четвер,місто,Львів,Залізничний,вулиця,Шевченка Т.,128,null,наїзд на пішохода - пішохід рухався у попутному напрямку,інші порушення правил руху,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.850097,23.993846
2024-06-22,7:16:00 PM,субота,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",93,null,зіткнення з задньою частиною тз,порушення правил маневрування,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.863665,24.017787
2024-06-29,1:12:00 PM,субота,місто,Львів,Шевченківський,вулиця,Липинського В.,5,null,наїзд на пішохода - на нерегульованому пішохідному переході,керування транспортним засобом у стані сп'яніння,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.855908,24.018635
2024-06-14,10:35:00 PM,п'ятниця,місто,Львів,Галицький,вулиця,Гоголя М.,13,null,наїзд на інші види перешкод,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.840916,24.016784
2024-06-15,5:44:00 PM,субота,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",99,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.864342,24.016478
2024-06-21,9:30:00 AM,п'ятниця,місто,Львів,Сихівський,вулиця,Хоткевича Г.,52,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.794899,24.040452
2024-07-08,8:55:00 AM,понеділок,місто,Львів,Галицький,проспект,"Свободи, просп.",37,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення швидкості руху,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.843097,24.026212
2024-06-30,8:41:00 PM,неділя,місто,Львів,Личаківський,вулиця,Китайська,22,null,наїзд на пішохода - на нерегульованому пішохідному переході,інші порушення правил руху,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.821991,24.078264
2024-07-05,11:41:00 PM,п'ятниця,місто,Львів,Шевченківський,вулиця,Шевченка Т.,null,вул. Шевченка Т. - вул. Скляна,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.846244,24.006007
2024-06-22,6:42:00 PM,субота,місто,Львів,Личаківський,вулиця,Старознесенська,343,null,наїзд на інші види перешкод,недодержання дистанції,1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.850469,24.080854
2024-06-15,11:30:00 PM,субота,місто,Львів,Личаківський,вулиця,Личаківська,122,null,наїзд на пішохода - на нерегульованому пішохідному переході,керування транспортним засобом у нетверезому стані,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.837245,24.060282
2024-07-08,4:56:00 PM,понеділок,місто,Львів,Шевченківський,вулиця,Замарстинівська,244а,null,зіткнення бокове,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.875233,24.010781
2024-07-04,11:40:00 AM,четвер,місто,Львів,Сихівський,вулиця,Чмоли І.,null,вул. Стрийська - вул. Чмоли І.,зіткнення бокове,недодержання дистанції,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.814672,24.019761
2024-07-07,11:30:00 PM,неділя,місто,Львів,Галицький,проспект,"Чорновола В., просп.",7,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,помер на місці дтп,null,null,null,null,null,null,null,null,null,49.84632,24.025378
2024-07-03,5:53:00 PM,середа,місто,Львів,Шевченківський,вулиця,Панча П.,null,вул. Панча П. - просп. Чорновола В.,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.862126,24.018517
2024-07-10,9:34:00 AM,середа,місто,Львів,Сихівський,вулиця,Пасічна,164,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.80905,24.061233
2024-07-05,2:20:00 PM,п'ятниця,місто,Львів,Залізничний,вулиця,Щирецька,null,вул. Щирецька - вул. Кульпарківська,зіткнення з задньою частиною тз,недодержання дистанції,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.808877,23.982212
2024-07-10,9:48:00 PM,середа,місто,Львів,Галицький,проспект,"Свободи, просп.",25,null,перекидання тз,порушення правил маневрування,1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.842099,24.026842
2024-06-13,11:20:00 PM,четвер,місто,Львів,Залізничний,вулиця,Гніздовського Я.,75б,null,зіткнення лобове,керування транспортним засобом у нетверезому стані,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.839052,23.969625
2024-07-05,2:43:00 PM,п'ятниця,місто,Львів,Личаківський,вулиця,Богданівська,null,вул. Богданівська - вул. Глинянський Тракт,зіткнення лобове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.840381,24.085591
2024-07-05,5:01:00 PM,п'ятниця,місто,Львів,Залізничний,вулиця,Виговського І.,53/69,null,"наїзд на пішохода - пішоходний перехід, тз здійснював поворот вліво (вправо)",порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.813348,23.977334
2024-06-10,10:30:00 AM,понеділок,місто,Львів,Залізничний,вулиця,Виговського І.,null,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.812167,23.982755
2024-06-17,10:20:00 AM,понеділок,місто,Львів,Личаківський,площа,"Петрушевича Є., пл.",null,пл. Петрушевича Є. - вул. Руставелі Ш.,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.833454,24.035314
2024-06-15,9:10:00 AM,субота,місто,Львів,Залізничний,вулиця,Городоцька,null,вул. Городоцька - вул. Станційна,зіткнення бокове,"недодержання дистанції, перевищення безпечної швидкості",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.822124,23.925723
2024-06-27,11:04:00 AM,четвер,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",null,null,наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці,інші порушення правил руху,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.79836790075259,24.05014858183047
2024-06-28,1:09:00 PM,п'ятниця,місто,Львів,Личаківський,вулиця,Пасічна,56,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,інші порушення правил руху,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.829375131896406,24.069814519415175
2024-06-18,7:45:00 AM,вівторок,місто,Львів,Сихівський,вулиця,Угорська,2,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.813284,24.037249
2024-07-10,7:33:00 PM,середа,місто,Львів,Франківський,вулиця,Городоцька,null,вул. Городоцька - вул. Кульпарківська,зіткнення бокове,"порушення правил маневрування, перевищення встановленої швидкості, порушення правил проїзду перехресть",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.834107,23.990793
2024-07-05,6:15:00 PM,п'ятниця,місто,Львів,Франківський,вулиця,null,null,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.816915,24.009097
2024-06-08,9:30:00 AM,субота,місто,Львів,Франківський,вулиця,Володимира Великого,50,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.811459,23.990214
2024-06-07,11:45:00 PM,п'ятниця,місто,Львів,Франківський,вулиця,Тролейбусна,null,вул. Тролейбусна - вул. Наукова,зіткнення бокове,порушення правил маневрування,4,легко травмований,легко травмований,легко травмований,легко травмований,null,null,null,null,null,null,null,49.803109,24.00635
2024-06-29,1:26:00 PM,субота,місто,Львів,Сихівський,вулиця,Стрийська,103,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.788013,24.020873
2024-06-29,7:56:00 PM,субота,місто,Львів,Галицький,проспект,"Чорновола В., просп.",7,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.846254,24.025388
2024-06-15,2:44:00 PM,субота,місто,Львів,Франківський,вулиця,Володимира Великого,61,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",недодержання дистанції,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.810829,23.995707
2024-06-13,1:14:00 PM,четвер,місто,Львів,Залізничний,вулиця,Городоцька,null,null,зіткнення лобове,порушення правил проїзду перехресть,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.829,23.9598
2024-06-15,11:23:00 PM,субота,місто,Львів,Сихівський,вулиця,Луганська,9,null,зіткнення з задньою частиною тз,керування транспортним засобом у нетверезому стані,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.808593,24.03881
2024-06-10,9:30:00 AM,понеділок,місто,Львів,Франківський,вулиця,"Сахарова А., акад.",6,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.831952,24.017331
2024-06-24,8:37:00 AM,понеділок,місто,Львів,Франківський,вулиця,Наукова,2,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.803902,24.007959
2024-07-04,1:20:00 PM,четвер,місто,Львів,Сихівський,вулиця,Зелена,273,null,падіння пасажира,недодержання дистанції,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.801014,24.066609
2024-06-07,11:52:00 PM,п'ятниця,місто,Львів,Залізничний,вулиця,Садова,null,вул. Садова - вул. Кульпарківська,перекидання тз,порушення швидкості руху,1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.821386,23.988562
2024-06-24,12:30:00 PM,понеділок,місто,Львів,Галицький,вулиця,Городоцька,33,null,зіткнення з задньою частиною тз,недодержання дистанції,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.843068,24.02129
2024-06-20,3:50:00 PM,четвер,місто,Львів,Галицький,вулиця,Городоцька,null,вул. Городоцька - вул. Лепкого Б.,наїзд на велосипедиста - велосипедист рухався у зустрічному напрямку,"порушення правил маневрування, невиконання вимог сигналів регулювання",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.842817,24.020357
2024-06-18,6:58:00 AM,вівторок,місто,Львів,Шевченківський,вулиця,Липинського В.,3,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",керування транспортним засобом у нетверезому стані,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.855441,24.016993
2024-06-07,5:37:00 PM,п'ятниця,місто,Львів,Личаківський,вулиця,Чернігівська,79,null,зіткнення лобове,перевищення безпечної швидкості,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,49.839218,24.045011
2024-06-17,1:37:00 PM,понеділок,місто,Львів,Франківський,вулиця,Наукова,null,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.802216,24.014547
2024-07-04,7:55:00 PM,четвер,місто,Львів,Галицький,площа,"Міцкевича А., пл.",6/7,null,зіткнення з задньою частиною тз,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.839446,24.02924
2024-06-09,8:43:00 PM,неділя,місто,Львів,Франківський,вулиця,Стрийська,74,null,зіткнення з задньою частиною тз,керування транспортним засобом у нетверезому стані,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.820525,24.020351
2024-07-06,8:01:00 AM,субота,місто,Львів,Сихівський,вулиця,Кавалерідзе І.,1,null,зіткнення бокове,порушення правил проїзду перехресть,3,легко травмований,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.794047,24.064795
2024-06-19,10:05:00 AM,середа,місто,Львів,Галицький,вулиця,Зелена,105,null,наїзд на пішохода - на нерегульованому пішохідному переході,інші порушення правил проїзду нерегульованих перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.824643,24.049823
2024-06-25,11:42:00 PM,вівторок,місто,Львів,Личаківський,вулиця,Опришківська,null,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.85063149814156,24.043564212511896
2024-07-04,4:10:00 PM,четвер,місто,Львів,Личаківський,вулиця,Шімзерів,null,вул. Шімзерів - вул. Мечникова І.,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.834592,24.052565
